LSOA CODE,INCOME SCORE,EMPLOYMENT SCORE,HEALTH DEPRIVATION AND DISABILITY SCORE,EDUCATION SKILLS AND TRAINING SCORE,BARRIERS TO HOUSING AND SERVICES SCORE,CRIME AND DISORDER SCORE,LIVING ENVIRONMENT SCORE,Indoors Sub-domain Score,Outdoors Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Children/Young People Sub-domain Score,Skills Sub-domain Score,IDACI score,IDAOPI score
E01028946,0.09,0.1,0.56,4.55,27.06,0.66,32.44,35.88,25.56,11.27,42.85,3.93,5.17,0.12,0.13
E01028947,0.06,0.07,0.28,4.56,15.65,-1.48,1.79,1.37,2.64,22.44,8.86,0.96,8.15,0.1,0.07
E01028948,0.16,0.13,0.48,14.47,34.29,-0.27,6.44,7.18,4.96,35.67,32.91,12.62,16.32,0.17,0.19
E01028949,0.06,0.06,-0.32,3.3,18.59,-1.13,6.87,5.58,9.45,23.09,14.09,3.65,2.94,0.09,0.07
E01028950,0.08,0.06,-0.32,4.58,41.86,-1.26,15.99,23.98,0.01,63.25,20.46,3.81,5.36,0.1,0.1
E01028951,0.1,0.07,0.14,4.16,23.37,-0.74,3.22,2.85,3.97,21.74,25,5.75,2.58,0.11,0.14
E01028952,0.05,0.05,-0.35,3.69,21.49,-1.8,4.82,5.59,3.29,10.57,32.42,2.49,4.9,0.07,0.08
E01028953,0.04,0.05,-0.22,2.42,8.47,-0.45,2.46,0.9,5.57,7.85,9.08,0.97,3.87,0.03,0.07
E01028954,0.04,0.05,-0.26,4.76,40.95,-1.38,10.82,15.69,1.1,58.28,23.62,3.68,5.84,0.05,0.05
E01028955,0.14,0.11,0.43,16.12,35.23,-1.14,9.1,12.96,1.37,44.51,25.95,16.19,16.05,0.17,0.2
E01028956,0.07,0.07,0.13,18.64,17.34,-0.13,3.97,2.78,6.34,15.89,18.79,10.64,26.64,0.1,0.09
E01028957,0.35,0.22,1.45,78.51,20.71,0.36,8.03,7.55,8.99,4.24,37.18,91.4,65.62,0.43,0.38
E01028958,0.19,0.12,0.67,36.53,20.52,-0.12,2.56,3.63,0.43,14.07,26.97,35.17,37.89,0.27,0.26
E01028959,0.09,0.08,-0.2,6.83,52.68,-0.68,24,35.37,1.28,82.38,22.98,4.88,8.78,0.11,0.14
E01028960,0.05,0.04,-0.01,3.44,59.91,-1.42,32.24,48.25,0.22,97.93,21.89,1.37,5.51,0.05,0.08
E01028961,0.04,0.05,-0.41,3.8,55.07,-1.83,28.12,42.1,0.17,98.38,11.76,2.46,5.14,0.03,0.1
E01028962,0.27,0.19,1.49,61.44,25.7,0.01,10.26,12.63,5.52,24.06,27.34,48.63,74.24,0.37,0.31
E01028963,0.04,0.05,-0.23,2.4,21.59,0,7,7.49,6.02,34.3,8.88,2.2,2.61,0.04,0.07
E01028964,0.04,0.05,-0.15,2.98,18.16,-1.71,3.74,3.11,5,20.63,15.69,0.89,5.07,0.04,0.09
E01028965,0.2,0.15,1.19,26.81,15.58,-0.57,4.28,4.23,4.37,5.39,25.77,21.16,32.46,0.2,0.27
E01028966,0.04,0.05,0.19,15.52,8.63,-0.85,1.76,1.58,2.13,6.31,10.95,10.62,20.41,0.03,0.1
E01028967,0.32,0.2,1.09,47.35,14.64,0.17,10.9,7.21,18.3,4.18,25.11,41.5,53.19,0.41,0.4
E01028968,0.18,0.12,0.89,38.7,17.32,-0.02,4.61,4.18,5.49,2.85,31.8,36.21,41.18,0.25,0.15
E01028969,0.07,0.06,-0.02,7.65,53.29,-0.63,23.52,35.14,0.28,83.54,23.05,8.54,6.75,0.08,0.13
E01028970,0.04,0.07,0.06,6.27,39.5,-0.41,17.77,24.85,3.62,59.6,19.4,5.64,6.89,0.05,0.06
E01028971,0.08,0.08,-0.06,5.82,40.16,-0.84,14.86,20.86,2.85,56.83,23.48,2.73,8.92,0.07,0.12
E01028972,0.04,0.05,-0.13,1.2,15.38,-1.27,2.57,3.04,1.65,22.94,7.82,0.58,1.81,0.05,0.06
E01028973,0.12,0.09,0.39,5.75,22.95,0.37,28.89,29.97,26.73,14.45,31.45,6.83,4.68,0.14,0.18
E01028974,0.03,0.05,-0.12,0.44,26.88,-0.11,9.92,8.02,13.71,29.47,24.29,0.06,0.82,0.01,0.09
E01028975,0.12,0.08,0.53,21.34,27.24,-0.71,5.05,6.28,2.61,35.93,18.56,15.19,27.48,0.13,0.24
E01028976,0.05,0.05,-0.45,5.54,35.83,-1.44,9.76,12.66,3.97,62.99,8.67,5.25,5.84,0.03,0.1
E01028977,0.09,0.07,0.2,10.67,25,-0.88,10.36,15.35,0.38,23.76,26.24,8.4,12.94,0.08,0.14
E01028978,0.11,0.07,-0.1,12.48,51.66,-1.1,18.61,27.44,0.95,81.28,22.03,13.66,11.3,0.18,0.13
E01028979,0.08,0.05,0.12,13.05,47.84,-0.41,23.76,35.38,0.5,79.02,16.66,12.59,13.51,0.11,0.12
E01028980,0.1,0.08,-0.13,13.81,53.07,-0.44,26.47,39.21,0.98,85.85,20.3,14.33,13.29,0.1,0.14
E01028981,0.07,0.06,0.16,15.97,13.87,-0.19,20.39,12.73,35.7,5.7,22.04,12.69,19.25,0.09,0.16
E01028982,0.17,0.11,0.37,37.69,10.94,-0.06,10.41,11.08,9.08,2.43,19.46,37.64,37.74,0.25,0.25
E01028983,0.23,0.15,0.84,52.3,25.04,0.11,9.62,9.32,10.22,21.15,28.93,43.85,60.76,0.28,0.31
E01028984,0.21,0.15,0.9,19.08,33.88,-0.59,5.79,5.06,7.23,44.1,23.65,21.34,16.82,0.31,0.28
E01028985,0.06,0.05,-0.03,8.71,24.82,-1.25,7.54,4.1,14.43,24.27,25.36,7.46,9.96,0.04,0.1
E01028986,0.07,0.05,-0.11,14.16,20.17,-0.52,3.29,0.73,8.41,22.92,17.42,10.98,17.34,0.08,0.12
E01028987,0.11,0.07,0.26,1.95,23.49,0.53,27.41,30.3,21.64,4.78,42.19,1.6,2.3,0.06,0.25
E01028988,0.13,0.08,0.23,11.14,18.69,-0.46,18.62,19.07,17.71,10.24,27.14,14.03,8.25,0.21,0.19
E01028989,0.18,0.11,0.74,22.44,11.79,0,7.51,2.01,18.5,10.31,13.27,22.88,22,0.28,0.21
E01028990,0.07,0.05,-0.34,8.47,51.34,-0.49,30.1,44.45,1.4,94.63,8.05,6.1,10.84,0.09,0.09
E01028991,0.06,0.06,-0.17,6.44,48.87,-1.32,36.92,55.36,0.03,85.04,12.69,5.41,7.46,0.09,0.09
E01028992,0.15,0.11,0.41,27.05,6.9,-0.6,19.26,27.52,2.74,1.73,12.07,28.2,25.89,0.17,0.22
E01028993,0.07,0.07,-0.26,11.99,55.34,-0.76,50.49,74.4,2.67,99.15,11.54,8.77,15.22,0.1,0.09
E01028994,0.09,0.07,-0.1,17.79,40.4,-1.87,25.94,38.79,0.25,75.25,5.55,18.28,17.3,0.07,0.14
E01028995,0.08,0.05,-0.27,26.57,20.28,-1.44,16.04,23.13,1.86,26.15,14.4,16.18,36.96,0.1,0.13
E01028996,0.04,0.03,-0.7,6.94,40.81,-1.71,27.26,40.68,0.43,76.28,5.34,4.87,9.02,0.07,0.04
E01028997,0.06,0.07,-0.15,2.39,18.42,-0.89,7.26,10.79,0.21,21.51,15.32,0.98,3.8,0.05,0.08
E01028998,0.09,0.07,-0.47,9.75,23.68,-1.16,7.88,11.81,0.01,37.22,10.15,7.01,12.48,0.13,0.09
E01028999,0.09,0.07,-0.13,18.17,47.47,-1.39,20.73,31,0.19,79.88,15.05,20.15,16.19,0.09,0.14
E01029000,0.11,0.08,-0.06,22.84,47.31,-1.74,20.11,29.92,0.48,82.79,11.83,27.04,18.63,0.14,0.15
E01029001,0.06,0.06,-0.42,7.45,26.51,-0.56,14.79,19.89,4.59,45.69,7.32,8.08,6.83,0.07,0.09
E01029002,0.14,0.1,0.13,17.37,10.66,-0.48,11.18,14.94,3.66,4.46,16.86,12.53,22.21,0.21,0.15
E01029003,0.09,0.05,-0.48,10.74,53.15,-0.83,36.05,54.02,0.13,95.81,10.5,10.49,10.98,0.13,0.11
E01029004,0.06,0.05,-0.53,12.25,54.41,-0.91,48.33,67.83,9.33,99.26,9.57,13.53,10.97,0.05,0.09
E01029005,0.08,0.07,-0.28,9.9,48.19,-2.3,44.46,66.57,0.25,84.73,11.64,11,8.8,0.15,0.07
E01029006,0.14,0.09,0.33,19.11,7.1,-0.13,10.6,13.22,5.36,7.58,6.63,14.14,24.07,0.12,0.2
E01029007,0.28,0.17,0.63,45.58,16.59,0.2,11.48,14.51,5.42,19.07,14.1,38.54,52.61,0.38,0.24
E01029008,0.16,0.11,0.56,10.32,16.43,0.34,23.83,30.27,10.95,15.34,17.52,10.62,10.03,0.2,0.19
E01029009,0.06,0.06,-0.21,15.97,15.72,-0.24,9.27,12.47,2.86,17.44,14,14,17.94,0.07,0.09
E01029010,0.18,0.13,0.36,39.95,14.35,-0.4,14.17,19.3,3.9,11.96,16.75,33.99,45.92,0.23,0.24
E01029011,0.15,0.11,0.34,24,23.71,-0.88,6.79,9.8,0.76,34.96,12.46,18.01,29.99,0.23,0.15
E01029012,0.05,0.05,-0.35,7.12,25.46,-0.24,4.14,5.78,0.87,41.96,8.96,5.43,8.82,0.06,0.08
E01029013,0.1,0.07,-0.21,18.07,26.55,-0.37,27.51,40.77,0.97,36.99,16.11,13.23,22.92,0.13,0.14
E01029014,0.26,0.13,0.83,45.58,10.79,-0.01,4.19,4.14,4.28,4.79,16.79,45.29,45.86,0.31,0.37
E01029015,0.08,0.06,-0.31,8.32,53.53,-1.38,35.87,53.48,0.66,98.53,8.53,9.75,6.88,0.08,0.12
E01029016,0.07,0.05,-0.71,10.78,49.37,-1.61,29.36,43.57,0.92,83.62,15.13,11.4,10.17,0.11,0.09
E01029017,0.07,0.06,-0.39,11.39,48.35,-1.46,29.67,44.51,0,86.62,10.08,10.76,12.01,0.09,0.1
E01029018,0.06,0.04,-0.49,8.48,36.49,-0.85,19.07,28.51,0.19,64.86,8.13,8.28,8.68,0.06,0.12
E01029019,0.05,0.06,-0.63,4.35,32.43,-1.12,26.56,39.8,0.08,56.29,8.58,2.77,5.92,0.06,0.08
E01029020,0.08,0.06,-0.38,11.72,36.17,-0.09,16.48,23.3,2.85,60.84,11.49,13.98,9.47,0.07,0.14
E01029021,0.05,0.05,-0.21,13.36,38.22,0.53,23.15,27.3,14.85,65.75,10.68,18.79,7.93,0.07,0.08
E01029022,0.07,0.04,-0.61,5.01,37.04,-1.06,22.21,23.62,19.37,60.23,13.86,5.82,4.19,0.11,0.08
E01029023,0.08,0.05,-0.43,6.46,34.43,-0.4,32.55,37.25,23.15,50.32,18.54,7.94,4.97,0.1,0.09
E01029024,0.06,0.04,-0.6,8.21,20.57,-1.03,10.02,15.01,0.05,29.62,11.52,3.51,12.91,0.08,0.12
E01029025,0.15,0.09,0.32,28.24,19.82,-1.2,7.19,10.54,0.47,19.38,20.26,22.68,33.8,0.17,0.27
E01029026,0.08,0.04,-0.22,17.17,18.67,-1.24,14.9,21.93,0.85,23.04,14.29,16.94,17.41,0.09,0.13
E01029027,0.08,0.06,-0.31,20.98,27.39,-0.74,20.4,29.33,2.55,41.79,12.98,22.33,19.62,0.09,0.12
E01029028,0.1,0.06,-0.07,21.43,15.19,-0.77,9.27,13.17,1.48,11.29,19.08,22.24,20.62,0.09,0.18
E01029029,0.2,0.14,0.4,37.07,17.06,0.81,12.48,14.7,8.03,13.31,20.8,38.24,35.9,0.28,0.23
E01029030,0.03,0.04,-1.02,7.74,26.84,-1.82,0.48,0.49,0.47,44.7,8.97,4.76,10.72,0.04,0.05
E01029031,0.06,0.05,-0.14,18.04,18.34,-0.67,1.96,2.56,0.77,29.31,7.37,12.37,23.71,0.08,0.1
E01029032,0.05,0.07,-0.3,6.38,21.07,-0.08,6.29,4.39,10.09,33.58,8.57,0.93,11.83,0,0.07
E01029033,0.11,0.07,-0.53,13.3,22.39,-1.09,6.65,9.42,1.1,31.61,13.17,11.85,14.74,0.14,0.18
E01029034,0.05,0.05,-0.38,18.63,21.61,0.22,22.58,27.84,12.06,23.47,19.74,19.64,17.61,0.07,0.1
E01029035,0.07,0.05,-0.77,8.9,9.55,0.3,12.58,16.51,4.74,5.91,13.2,6.42,11.38,0.11,0.12
E01029036,0.17,0.12,0.19,20.08,13.8,0.37,26.13,33.58,11.24,5.41,22.19,28.95,11.21,0.23,0.2
E01029037,0.15,0.12,0.31,13.37,23.87,0.69,19.19,24.05,9.45,25.96,21.78,13.64,13.09,0.18,0.21
E01029038,0.2,0.14,0.32,39.87,19.54,-0.27,11.49,13.82,6.83,19.39,19.68,37.11,42.63,0.26,0.22
E01029039,0.11,0.08,-0.09,21.33,21.7,-0.78,4.68,5.89,2.25,29.15,14.25,14.39,28.28,0.12,0.17
E01029040,0.09,0.08,-0.31,31.03,28.4,-0.28,10.02,14.58,0.88,42.13,14.67,33.28,28.78,0.12,0.14
E01029041,0.17,0.14,0.41,9.51,18.5,0.84,21.41,26.59,11.05,13.64,23.36,8.7,10.32,0.15,0.24
E01029042,0.28,0.16,0.65,27.21,21.95,0.9,10.37,14.5,2.11,18.47,25.42,34.93,19.49,0.37,0.32
E01029043,0.14,0.11,-0.04,16.53,21.57,0.19,10.19,14.49,1.61,22.2,20.93,12.74,20.32,0.17,0.18
E01029044,0.14,0.08,-0.23,28.45,23.99,0.32,19.18,28.08,1.37,30.09,17.9,28.99,27.91,0.23,0.16
E01029045,0.14,0.1,0.08,26.62,24.29,0.9,9.06,9.48,8.21,28.58,20.01,31.86,21.39,0.19,0.14
E01029046,0.21,0.2,0.75,17.06,19.97,0.36,42.66,61.88,4.23,11.08,28.85,25.32,8.81,0.22,0.27
E01029047,0.14,0.09,0.32,13.3,16.39,0.33,13.92,16.18,9.39,20.39,12.4,12.16,14.45,0.21,0.13
E01029048,0.24,0.18,0.66,36.23,21.25,-0.24,18.88,27.29,2.06,25.64,16.86,51.06,21.41,0.25,0.25
E01029049,0.09,0.11,0.15,5.88,19.57,0.16,19.32,27.16,3.65,21.86,17.28,6.71,5.04,0.1,0.11
E01029050,0.16,0.12,-0.08,28.16,21.49,-0.03,13.95,20.36,1.15,25.2,17.79,28.67,27.66,0.22,0.18
E01029051,0.1,0.09,-0.29,6.85,23.9,0.1,8.14,9,6.43,33.76,14.04,8.52,5.18,0.13,0.1
E01029052,0.11,0.08,-0.31,7.42,31.7,-1.17,16.92,25.36,0.03,49.33,14.08,6.38,8.46,0.13,0.11
E01029053,0.08,0.05,-0.43,7.51,42.94,-0.37,32.33,47.94,1.1,75.3,10.58,9.59,5.44,0.12,0.09
E01029054,0.08,0.08,-0.38,13.25,37.8,-1.24,27.52,40.96,0.64,61.21,14.39,13.09,13.41,0.1,0.11
E01029055,0.07,0.07,0,16.82,23.64,-1.29,8,10.01,3.98,31.86,15.42,13.66,19.98,0.11,0.09
E01029056,0.03,0.04,-1,3.56,44.23,-1.47,19.92,29.85,0.07,76.63,11.84,3.09,4.04,0.04,0.06
E01029057,0.08,0.05,-0.89,3.41,42.29,-1.17,15.28,22.52,0.82,78.87,5.7,1.87,4.94,0.12,0.07
E01029058,0.1,0.07,-0.67,12.92,44.51,-0.5,28.03,41.9,0.31,76.95,12.07,13.33,12.51,0.14,0.13
E01029059,0.06,0.06,-0.92,8.62,38.12,0.87,28.35,40.32,4.42,63.27,12.97,10.55,6.68,0.08,0.07
E01029060,0.07,0.06,-0.72,8.19,38.79,-1.34,21.29,27.93,8.02,65.85,11.72,9.99,6.4,0.09,0.1
E01029061,0.09,0.06,-0.31,11.19,38.62,-1.42,17,24.59,1.82,62.42,14.82,12.85,9.53,0.11,0.1
E01029062,0.21,0.17,0.52,52.41,20.09,0.44,33.37,46.16,7.8,11.24,28.95,73.98,30.84,0.3,0.2
E01029063,0.09,0.06,-0.71,22.95,31.91,-0.72,4.58,6.37,0.99,48.32,15.49,17.98,27.92,0.15,0.09
E01029064,0.07,0.08,0,18.29,19.37,0.09,17.87,25.23,3.14,21.23,17.51,22.87,13.71,0.08,0.11
E01029065,0.05,0.05,-0.6,15.32,17.42,-1.44,4.6,5.97,1.87,19.4,15.43,10,20.64,0.06,0.09
E01029066,0.1,0.07,-0.36,32.12,14.39,-0.49,18.34,23.76,7.5,12.49,16.3,23.65,40.59,0.16,0.13
E01029067,0.16,0.12,0.32,45.37,10.13,-0.59,8.06,10.74,2.69,4.86,15.4,49.16,41.58,0.2,0.25
E01029068,0.09,0.07,-0.17,12.83,43.61,-0.67,21.72,32.37,0.41,73.12,14.11,13.81,11.85,0.09,0.15
E01029069,0.06,0.07,-0.38,8.19,31.74,-1.11,11.05,16.2,0.76,49.96,13.53,6.47,9.9,0.08,0.11
E01029070,0.08,0.06,-0.39,18.15,11.32,-0.32,28.23,41.45,1.77,5.51,17.13,17.47,18.83,0.11,0.13
E01029071,0.12,0.09,0.34,26.13,19.05,-0.4,15.9,22.81,2.08,17.61,20.48,22.44,29.83,0.14,0.21
E01029072,0.21,0.11,0.34,34.91,32.53,-0.56,11.46,17.02,0.35,40.13,24.93,37.09,32.73,0.26,0.32
E01029073,0.14,0.09,0.24,16.3,9.46,0.31,16.87,20.8,9.01,1.79,17.13,13.36,19.23,0.14,0.23
E01029074,0.04,0.04,-0.56,9.78,19.42,-1.1,6.29,9.12,0.64,26.56,12.27,9.26,10.31,0.07,0.06
E01029075,0.14,0.11,0.34,25.54,12.31,-0.97,14.65,21.02,1.89,5.24,19.39,21.64,29.44,0.09,0.22
E01029076,0.06,0.05,-0.64,20.16,19.81,-1.36,3.95,5.85,0.15,25.9,13.72,12.06,28.27,0.06,0.11
E01029077,0.07,0.05,-0.91,7.58,46.2,-1.01,33.63,50.42,0.05,80.55,11.84,4.43,10.73,0.11,0.07
E01029078,0.11,0.1,0.17,11.23,23.91,0.08,15.63,20.22,6.46,27.37,20.45,12.35,10.11,0.14,0.12
E01029079,0.17,0.14,0.54,22.6,23.48,-0.7,11.08,13.54,6.17,28.62,18.34,19.44,25.76,0.17,0.26
E01029080,0.09,0.1,0.15,15.29,19.94,-1.21,3.23,3.62,2.46,21.99,17.89,13.16,17.43,0.09,0.13
E01029081,0.11,0.1,-0.17,14.71,15.67,-0.3,15.13,19.69,6,8.96,22.37,9.63,19.78,0.16,0.15
E01029082,0.07,0.08,-0.24,3.73,24.41,-0.91,4.45,6.34,0.67,38.04,10.79,2.89,4.58,0.07,0.07
E01029083,0.04,0.03,-0.73,3.83,23.87,-0.49,9.48,9.88,8.69,32.94,14.81,4.34,3.32,0.06,0.05
E01029084,0.13,0.1,-0.13,21.49,27.85,-2.38,5.89,8.38,0.91,41.13,14.57,21.48,21.51,0.2,0.14
E01029085,0.1,0.08,0.14,7.35,7.97,-0.81,17.44,24.83,2.67,3.7,12.25,8.1,6.6,0.1,0.16
E01029086,0.04,0.04,-1.04,3.66,43.01,-0.96,14.82,21.88,0.71,82.01,4.01,3.92,3.4,0.05,0.05
E01029087,0.1,0.1,0.04,18.63,35.76,0.91,16.53,23.56,2.46,60.22,11.3,21.31,15.96,0.16,0.13
E01029088,0.1,0.1,0.3,22.41,22.25,-0.89,10.74,12.24,7.73,28.86,15.64,32.31,12.51,0.15,0.1
E01029089,0.06,0.06,-0.46,8.02,33.08,-0.29,14.9,19.68,5.36,61.2,4.95,6.35,9.68,0.09,0.08
E01029090,0.08,0.06,-0.29,32.95,24.98,0.81,21,22.14,18.71,37.67,12.29,31.98,33.91,0.12,0.15
E01029091,0.07,0.08,-0.1,31.45,28.69,-0.37,40.02,41.71,36.66,48.28,9.1,30.01,32.88,0.08,0.13
E01029092,0.06,0.05,-0.59,26.92,24.7,-0.62,7.26,7.81,6.16,45.43,3.98,26.08,27.76,0.1,0.12
E01029093,0.22,0.14,0.14,45.42,25.55,0.31,24.61,33.8,6.23,36.44,14.66,58.35,32.49,0.37,0.23
E01029094,0.12,0.09,0.02,32.11,11.58,0.15,37.65,43.75,25.44,12.35,10.8,30.31,33.91,0.25,0.2
E01029095,0.18,0.15,0.56,30.92,15.54,0.62,61.13,52.39,78.61,10.43,20.65,34.39,27.45,0.22,0.32
E01029096,0.16,0.12,0.25,41.3,17.14,0.4,54.42,48.47,66.32,25.29,8.99,51.39,31.21,0.23,0.21
E01029097,0.24,0.13,0.23,63.7,10.23,0.16,23.64,30.89,9.14,9.45,11,79.57,47.84,0.36,0.26
E01029098,0.16,0.16,0.74,29.42,15.21,1.11,40.55,49.03,23.61,11.13,19.29,29.24,29.61,0.19,0.21
E01029099,0.22,0.15,0.57,60.44,13.61,-0.21,13.72,15.23,10.7,14.52,12.71,49.38,71.5,0.28,0.34
E01029100,0.28,0.18,0.74,63.86,9.86,0.58,45.16,36.15,63.19,7.44,12.28,75.84,51.88,0.39,0.35
E01029101,0.17,0.08,-0.03,23.81,11.5,0.41,26.26,14.84,49.1,12.36,10.64,23.6,24.03,0.29,0.2
E01029102,0.11,0.1,0.04,16.95,9.54,0.09,18.62,23.31,9.23,8.65,10.43,14.5,19.4,0.08,0.21
E01029103,0.04,0.05,-0.43,15.03,22.12,-1.27,4.7,6.08,1.95,40.28,3.96,13.74,16.31,0.05,0.07
E01029104,0.04,0.05,-0.68,9.47,5.73,-1.3,6.66,5.61,8.76,7.53,3.93,5.4,13.53,0.05,0.08
E01029105,0.3,0.2,1,27.7,10.02,0.65,20.1,19.16,21.96,2.44,17.6,23.71,31.68,0.39,0.35
E01029106,0.34,0.23,0.77,90.25,10.77,1.41,33.78,48.74,3.86,7.52,14.02,88.83,91.66,0.49,0.29
E01029107,0.26,0.15,0.5,86.01,10.73,0.39,29.35,39.58,8.9,10.16,11.29,87.45,84.57,0.41,0.25
E01029108,0.14,0.1,-0.19,45.72,9.29,-0.08,10.06,10.64,8.89,11.81,6.77,48.08,43.36,0.26,0.14
E01029109,0.25,0.16,0.69,85.05,12.57,0.33,28.32,32.06,20.85,16.86,8.28,91.44,78.66,0.38,0.25
E01029110,0.23,0.16,0.26,49.54,22.7,0.19,26.83,34.13,12.21,31.69,13.71,51.48,47.6,0.32,0.26
E01029111,0.19,0.12,0.38,63.17,12.32,0.2,16.61,23.28,3.26,13.4,11.25,63.61,62.72,0.25,0.26
E01029112,0.17,0.19,0.72,23.75,11.64,0.93,24.69,31.4,11.27,7.14,16.15,20.05,27.45,0.22,0.19
E01029113,0.06,0.08,-0.39,12,24.24,-1.09,5.08,5.92,3.38,43.92,4.57,13.9,10.11,0.07,0.09
E01029114,0.07,0.07,-0.25,8.05,27.01,-0.8,4.86,6.68,1.22,46.08,7.93,8.82,7.29,0.05,0.11
E01029115,0.06,0.06,-0.68,9.69,31.61,-1.72,0.84,1.1,0.33,59.88,3.34,4.3,15.09,0.06,0.11
E01029116,0.17,0.17,0.42,11.76,13.82,-0.14,24.64,34.73,4.46,10.55,17.09,9.38,14.14,0.13,0.22
E01029117,0.17,0.16,0.39,20.51,7.51,0.57,30.49,39.9,11.68,3.89,11.13,19.88,21.13,0.2,0.18
E01029118,0.08,0.07,-0.58,16.39,18.9,-1.31,5.54,7.99,0.65,33.87,3.93,15.53,17.26,0.11,0.09
E01029119,0.16,0.12,0.64,17.86,8.74,-0.17,12.48,16.57,4.3,8.55,8.93,11.08,24.64,0.12,0.25
E01029120,0.09,0.08,-0.42,18.48,13.2,-0.74,12.98,18.18,2.59,17.32,9.07,14.35,22.6,0.12,0.13
E01029121,0.06,0.06,-0.63,8.92,39.59,-1.13,20.96,30.9,1.09,74.08,5.11,8.6,9.24,0.05,0.08
E01029122,0.07,0.05,-0.8,11.27,21.14,-0.63,15.81,23.11,1.2,35.49,6.8,8.87,13.66,0.08,0.08
E01029123,0.15,0.13,0.02,20.49,9.14,-1.11,15.92,22.75,2.27,12.26,6.02,18.72,22.27,0.2,0.19
E01029124,0.09,0.07,-0.61,11.42,12.48,-0.81,13.09,19.61,0.05,16.47,8.49,11.82,11.03,0.09,0.15
E01029125,0.07,0.04,-0.63,6.12,41.93,-0.65,30.17,44.97,0.56,75.71,8.16,6.92,5.32,0.1,0.1
E01029126,0.09,0.08,-0.27,17.31,11.92,-0.44,11.61,16.52,1.8,15.02,8.81,18.01,16.61,0.1,0.13
E01029127,0.14,0.08,0.05,8.18,6.92,-0.56,10.67,14.79,2.41,2.09,11.75,7.32,9.05,0.14,0.22
E01029128,0.03,0.04,-0.99,2.76,34.83,-0.8,9.43,13.78,0.74,66.04,3.63,1.86,3.65,0.02,0.06
E01029129,0.05,0.05,-0.77,6.67,25.29,-0.97,6.96,10.19,0.49,48.22,2.36,4.2,9.14,0.04,0.1
E01029130,0.08,0.05,-0.9,10.11,36.14,-0.67,23.72,32.72,5.73,65.01,7.27,12.02,8.2,0.09,0.14
E01029131,0.24,0.17,0.44,45.56,10.28,0.42,30.95,40.25,12.36,5.79,14.77,54.79,36.33,0.34,0.3
E01029132,0.33,0.22,1.1,65.9,17.5,0.25,42.26,55.59,15.58,22.61,12.4,66.47,65.32,0.41,0.37
E01029133,0.13,0.1,0.12,27.15,17.46,0.17,14.98,17.75,9.43,27.18,7.73,24.37,29.94,0.17,0.19
E01029134,0.14,0.13,0.18,32.69,10.3,0.09,16.73,17.37,15.44,12.83,7.77,30.55,34.82,0.19,0.18
E01029135,0.08,0.08,-0.46,15.2,22.18,-0.23,17.1,24.38,2.53,41.55,2.81,14.15,16.25,0.08,0.12
E01029136,0.1,0.09,-0.1,23.2,26.55,-0.38,21.03,27.94,7.21,46.94,6.16,26.75,19.65,0.13,0.14
E01029137,0.05,0.07,-0.51,9.27,42.43,-0.05,18.71,26.51,3.11,78.49,6.37,7.55,10.99,0.07,0.06
E01029138,0.08,0.07,-0.21,20.16,36.83,-1.11,6.58,9.62,0.52,69.36,4.3,25.32,15,0.13,0.11
E01029139,0.11,0.07,-0.28,16.3,31.9,-1.13,24.78,37.02,0.31,54.76,9.03,20.35,12.26,0.17,0.14
E01029140,0.07,0.08,-0.79,9.74,28.62,-0.74,8.12,8.36,7.64,53.5,3.74,9.17,10.32,0.06,0.09
E01029141,0.05,0.04,-0.5,13.12,32.51,0.35,23.13,32.11,5.16,61.72,3.3,9.34,16.89,0.09,0.07
E01029142,0.07,0.07,-0.3,8.51,11.68,-1.04,11.99,13.39,9.2,18.27,5.09,4.78,12.25,0.06,0.09
E01029143,0.14,0.09,-0.17,23.31,9.23,-0.51,25,31.12,12.75,8.3,10.16,20.74,25.88,0.13,0.23
E01029144,0.06,0.06,-0.7,9.62,44.7,-0.36,22.05,32.67,0.81,83.3,6.11,11.64,7.6,0.07,0.13
E01029145,0.07,0.07,-0.61,15.16,38.34,-0.79,10.45,11.99,7.39,69.82,6.86,14.98,15.33,0.11,0.09
E01029146,0.05,0.06,-0.9,11.09,19.43,-0.64,9.44,12.37,3.58,31.69,7.17,11.79,10.39,0.07,0.07
E01029147,0.05,0.04,-1,3.74,48.53,-1.35,17.47,24.11,4.18,92.23,4.83,3.79,3.69,0.07,0.06
E01029148,0.07,0.05,-0.77,2.78,40.13,-1.11,12.83,19.19,0.09,75.08,5.19,2.57,2.99,0.06,0.13
E01029149,0.07,0.05,-0.59,11.41,33.5,-1.65,20.68,29.84,2.35,59.53,7.46,10.56,12.25,0.08,0.12
E01029150,0.05,0.05,0.01,8.87,41.75,-1.47,32.12,38.8,18.74,78.13,5.38,5.36,12.37,0.05,0.09
E01029151,0.08,0.05,-0.9,8.09,24.27,-1.77,13.72,18.71,3.74,46.23,2.32,8.25,7.94,0.12,0.1
E01029152,0.17,0.09,-0.19,24.48,14.37,-0.53,8.11,11.96,0.39,21.64,7.1,21.41,27.55,0.3,0.13
E01029153,0.06,0.05,-0.48,8.72,38.94,-0.33,31.9,47.85,0.02,69.34,8.55,5.96,11.48,0.07,0.11
